Category,Date,Time,All_Time,Time_1,Time_2,Time_3,All_Amp,Amp_1,Amp_2,Amp_3,pre
2,1110812,1345,8,2,2,4,230,131,177,230,6
5,1110815,945,7,2,4,1,230,177,230,216,2
7,1110815,1045,6,4,1,1,230,230,216,68,5
8,1110816,945,6,1,1,4,313,216,68,165,7
2,1110816,1245,8,1,4,3,165,68,165,142,8
6,1110817,945,9,4,3,2,165,165,142,89,2
4,1110817,1045,6,3,2,1,159,142,89,106,6
3,1110817,1145,4,2,1,1,106,89,106,87,4
7,1110817,1245,3,1,1,1,106,106,87,60,3
8,1110817,1345,3,1,1,1,87,87,60,52,7
4,1110819,945,8,1,1,6,545,60,52,537,8
3,1110819,1045,8,1,6,1,537,52,537,95,4
10,1110822,945,11,6,1,4,617,537,95,175,3
3,1110822,1045,6,1,4,1,253,95,175,253,10
1,1110822,1145,6,4,1,1,273,175,253,273,3
5,1110824,945,10,1,1,8,390,253,273,390,1
1,1110824,1145,11,1,8,2,390,273,390,210,5
6,1110825,945,13,8,2,3,399,390,210,219,1
2,1110825,1345,9,2,3,4,219,210,219,213,6
6,1110826,945,8,3,4,1,219,219,213,145,2
4,1110826,1145,7,4,1,2,213,213,145,137,6
8,1110829,1245,9,1,2,6,264,145,137,256,4
2,1110829,1345,9,2,6,1,256,137,256,85,8
9,1110830,1045,9,6,1,2,278,256,85,107,2
2,1110830,1245,5,1,2,2,107,85,107,70,9
6,1110830,1345,5,2,2,1,107,107,70,64,2
4,1110831,1045,5,2,1,2,76,70,64,70,6
3,1110901,945,7,1,2,4,293,64,70,293,4
1,1110902,1045,13,2,4,7,293,70,293,198,3
9,1110902,1245,12,4,7,1,293,293,198,81,1
4,1110905,945,10,7,1,2,379,198,81,262,9
3,1110905,1145,5,1,2,2,262,81,262,75,4
10,1110906,1345,11,2,2,7,419,262,75,232,3
3,1110907,945,10,2,7,1,232,75,232,169,10
7,1110907,1045,9,7,1,1,232,232,169,70,3
8,1110908,945,6,1,1,4,285,169,70,186,7
2,1110908,1145,8,1,4,3,186,70,186,121,8
6,1110909,1045,10,4,3,3,242,186,121,177,2
2,1110909,1245,8,3,3,2,177,121,177,137,6
6,1110909,1345,6,3,2,1,177,177,137,92,2
4,1110913,1345,8,2,1,5,319,137,92,274,6
3,1110914,945,7,1,5,1,274,92,274,127,4
10,1110914,1245,9,5,1,3,449,274,127,302,3
3,1110915,1045,7,1,3,3,302,127,302,290,10
7,1110915,1345,9,3,3,3,302,302,290,126,3
8,1110916,1345,11,3,3,5,468,290,126,304,7
2,1110920,1145,16,3,5,8,304,126,304,259,8
6,1110921,1245,19,5,8,6,304,304,259,222,2
4,1110922,1145,18,8,6,4,378,259,222,341,6
3,1110922,1345,12,6,4,2,341,222,341,52,4
10,1110923,1045,8,4,2,2,619,341,52,330,3
3,1110923,1145,5,2,2,1,330,52,330,132,10
10,1110926,1345,10,2,1,7,447,330,132,249,3
3,1110927,1145,11,1,7,3,265,132,249,265,10
1,1110927,1245,11,7,3,1,265,249,265,90,3
6,1110928,945,6,3,1,2,341,265,90,166,1
2,1110928,1045,4,1,2,1,166,90,166,129,6
6,1110928,1345,6,2,1,3,166,166,129,55,2
4,1110929,945,5,1,3,1,173,129,55,99,6
3,1110930,945,9,3,1,5,207,55,99,207,4
1,1110930,1245,9,1,5,3,207,99,207,99,3
9,1110930,1345,9,5,3,1,207,207,99,69,1
4,1111004,945,10,3,1,6,359,99,69,329,9
3,1111004,1145,9,1,6,2,329,69,329,157,4
10,1111004,1245,9,6,2,1,329,329,157,67,3
8,1111004,1345,4,2,1,1,227,157,67,137,10
2,1111005,1045,4,1,1,2,137,67,137,107,8
6,1111005,1145,4,1,2,1,137,137,107,59,2
4,1111005,1345,5,2,1,2,125,107,59,77,6
3,1111006,1045,5,1,2,2,217,59,77,217,4
1,1111006,1145,5,2,2,1,217,77,217,90,3
9,1111007,1145,8,2,1,5,287,217,90,160,1
2,1111007,1345,8,1,5,2,160,90,160,72,9
6,1111011,1345,12,5,2,5,308,160,72,220,2
2,1111012,945,8,2,5,1,220,72,220,68,6
9,1111012,1245,9,5,1,3,236,220,68,84,2
2,1111012,1345,5,1,3,1,84,68,84,42,9
6,1111013,945,5,3,1,1,120,84,42,78,2
2,1111013,1045,3,1,1,1,85,42,78,85,6
5,1111013,1245,4,1,1,2,85,78,85,47,2
7,1111014,945,5,1,2,2,107,85,47,69,5
3,1111014,1245,7,2,2,3,69,47,69,34,7
7,1111014,1345,6,2,3,1,69,69,34,29,3
8,1111017,1145,7,3,1,3,142,34,29,137,7
2,1111018,1045,8,1,3,4,182,29,137,182,8
5,1111019,945,11,3,4,4,182,137,182,69,2
7,1111019,1045,9,4,4,1,182,182,69,42,5
8,1111019,1145,6,4,1,1,69,69,42,30,7
4,1111021,945,10,1,1,8,189,42,30,177,8
3,1111021,1045,10,1,8,1,177,30,177,55,4
10,1111021,1145,10,8,1,1,177,177,55,50,3
8,1111025,1045,11,1,1,9,326,55,50,321,10
2,1111025,1145,11,1,9,1,321,50,321,41,8
9,1111025,1245,11,9,1,1,321,321,41,29,2
4,1111026,945,4,1,1,2,111,41,29,99,9
3,1111026,1345,7,1,2,4,165,29,99,165,4
1,1111027,945,7,2,4,1,165,99,165,71,3
6,1111028,945,10,4,1,5,369,165,71,275,1
2,1111028,1345,10,1,5,4,275,71,275,166,6
9,1111031,945,10,5,4,1,275,275,166,71,2
4,1111101,945,10,4,1,5,255,166,71,160,9
3,1111101,1045,7,1,5,1,163,71,160,163,4
1,1111102,945,10,5,1,4,234,160,163,234,3
5,1111102,1345,9,1,4,4,234,163,234,183,1
7,1111103,1045,10,4,4,2,234,234,183,169,5
8,1111103,1245,8,4,2,2,183,183,169,74,7
4,1111103,1345,5,2,2,1,196,169,74,101,8
3,1111104,945,4,2,1,1,212,74,101,212,4
1,1111104,1145,4,1,1,2,212,101,212,37,3
9,1111104,1245,4,1,2,1,227,212,37,52,1
2,1111107,945,5,2,1,2,74,37,52,74,9
5,1111107,1045,4,1,2,1,74,52,74,64,2
7,1111108,1345,11,2,1,8,86,74,64,76,5
3,1111109,945,10,1,8,1,93,64,76,93,7
1,1111110,1245,17,8,1,8,397,76,93,397,3
5,1111114,1145,18,1,8,9,397,93,397,288,1
10,1111115,1345,24,8,9,7,397,397,288,82,5
8,1111116,945,17,9,7,1,288,288,82,81,10
4,1111116,1045,9,7,1,1,179,82,81,178,8
3,1111116,1245,4,1,1,2,178,81,178,52,4
10,1111117,945,5,1,2,2,279,178,52,153,3
3,1111117,1345,8,2,2,4,153,52,153,126,10
7,1111122,1245,20,2,4,14,466,153,126,439,3
3,1111122,1345,19,4,14,1,439,126,439,88,7
10,1111124,945,21,14,1,6,644,439,88,293,3
3,1111124,1145,9,1,6,2,293,88,293,138,10
10,1111124,1245,9,6,2,1,293,293,138,85,3
8,1111125,945,5,2,1,2,191,138,85,138,10
2,1111125,1245,6,1,2,3,231,85,138,231,8
5,1111128,945,7,2,3,2,231,138,231,187,2
7,1111128,1145,7,3,2,2,231,231,187,62,5
8,1111129,945,7,2,2,3,262,187,62,137,7
2,1111129,1045,6,2,3,1,137,62,137,75,8
9,1111129,1345,7,3,1,3,146,137,75,84,2
2,1111130,1245,8,1,3,4,170,75,84,170,9
5,1111201,945,9,3,4,2,374,84,170,374,2
1,1111201,1045,7,4,2,1,374,170,374,60,5
9,1111201,1245,5,2,1,2,425,374,60,111,1
2,1111202,1145,7,1,2,4,135,60,111,135,9
5,1111202,1245,7,2,4,1,135,111,135,58,2
7,1111205,1045,8,4,1,3,199,135,58,122,5
3,1111205,1245,6,1,3,2,122,58,122,93,7
7,1111206,1345,11,3,2,6,221,122,93,192,3
3,1111207,1045,10,2,6,2,192,93,192,110,7
7,1111207,1145,9,6,2,1,192,192,110,58,3
8,1111207,1345,5,2,1,2,110,110,58,55,7
4,1111208,1045,5,1,2,2,156,58,55,153,8
3,1111208,1345,7,2,2,3,153,55,153,74,4
10,1111209,945,6,2,3,1,270,153,74,191,3
3,1111209,1045,5,3,1,1,191,74,191,140,10
7,1111209,1245,4,1,1,2,191,191,140,90,3
8,1111212,945,5,1,2,2,226,140,90,176,7
2,1111213,945,9,2,2,5,179,90,176,179,8
5,1111213,1245,10,2,5,3,179,176,179,93,2
7,1111214,1045,11,5,3,3,179,179,93,73,5
8,1111214,1345,9,3,3,3,93,93,73,68,7
4,1111216,1045,13,3,3,7,184,73,68,179,8
3,1111216,1245,12,3,7,2,179,68,179,57,4
10,1111219,1145,13,7,2,4,312,179,57,190,3
3,1111220,945,9,2,4,3,190,57,190,91,10
10,1111220,1345,11,4,3,4,190,190,91,39,3
8,1111222,945,13,3,4,6,366,91,39,314,10
2,1111222,1145,12,4,6,2,314,39,314,35,8
9,1111223,1345,15,6,2,7,459,314,35,180,2
2,1111226,1045,11,2,7,2,180,35,180,50,9
9,1111227,945,13,7,2,4,180,180,50,38,2
4,1111229,945,16,2,4,10,124,50,38,112,9
3,1111230,945,19,4,10,5,148,38,112,148,4
1,1120102,1345,24,10,5,9,220,112,148,220,3
5,1120103,1245,18,5,9,4,220,148,220,159,1
7,1120103,1345,14,9,4,1,220,220,159,42,5
8,1120104,945,6,4,1,1,181,159,42,64,7
2,1120104,1045,3,1,1,1,66,42,64,66,8
5,1120105,1345,10,1,1,8,81,64,66,81,2
1,1120106,1145,12,1,8,3,81,66,81,64,5
6,1120106,1245,12,8,3,1,81,81,64,48,1
4,1120109,1045,7,3,1,3,98,64,48,82,6
3,1120110,1145,10,1,3,6,151,48,82,151,4
1,1120110,1245,10,3,6,1,151,82,151,19,3
9,1120111,1245,12,6,1,5,170,151,19,38,1
2,1120112,945,8,1,5,2,38,19,38,35,9
6,1120113,945,12,5,2,5,105,38,35,102,2
2,1120116,1045,13,2,5,6,192,35,102,192,6
5,1120118,1245,23,5,6,12,192,102,192,177,2
7,1120118,1345,19,6,12,1,192,192,177,56,5
8,1120130,945,14,12,1,1,377,177,56,256,7
2,1120130,1245,5,1,1,3,256,56,256,62,8
9,1120131,1145,8,1,3,4,311,256,62,117,2
2,1120131,1245,8,3,4,1,117,62,117,73,9
6,1120201,1245,10,4,1,5,162,117,73,118,2
2,1120201,1345,7,1,5,1,118,73,118,32,6
9,1120202,945,7,5,1,1,202,118,32,116,2
2,1120202,1145,4,1,1,2,116,32,116,66,9
9,1120202,1345,5,1,2,2,134,116,66,84,2
2,1120203,1145,7,2,2,3,84,66,84,37,9
6,1120204,1345,12,2,3,7,192,84,37,145,2
2,1120206,1045,12,3,7,2,145,37,145,90,6
9,1120206,1245,11,7,2,2,145,145,90,56,2
4,1120206,1345,5,2,2,1,90,90,56,52,9
8,1120207,1045,5,2,1,2,82,56,52,78,4
2,1120207,1245,5,1,2,2,78,52,78,75,8
6,1120208,1345,10,2,2,6,223,78,75,220,2
2,1120209,1045,10,2,6,2,220,75,220,66,6
9,1120209,1145,9,6,2,1,220,220,66,65,2
4,1120209,1245,4,2,1,1,66,66,65,43,9
8,1120209,1345,3,1,1,1,104,65,43,82,4
2,1120210,1045,4,1,1,2,82,43,82,80,8
6,1120210,1145,4,1,2,1,82,82,80,39,2
4,1120213,945,6,2,1,3,92,80,39,51,6
3,1120213,1345,8,1,3,4,96,39,51,96,4
1,1120214,1045,9,3,4,2,130,51,96,130,3
5,1120215,1345,14,4,2,8,203,96,130,203,1
1,1120216,1345,15,2,8,5,203,130,203,143,5
6,1120217,945,14,8,5,1,214,203,143,154,1
2,1120217,1145,8,5,1,2,154,143,154,141,6
6,1120220,945,6,1,2,3,154,154,141,124,2
4,1120220,1045,6,2,3,1,141,141,124,77,6
8,1120220,1245,6,3,1,2,124,124,77,55,4
4,1120221,1045,6,1,2,3,150,77,55,128,8
3,1120222,1145,12,2,3,7,182,55,128,182,4
1,1120223,945,12,3,7,2,182,128,182,95,3
6,1120223,1145,11,7,2,2,182,182,95,50,1
4,1120224,1045,8,2,2,4,153,95,50,108,6
3,1120224,1245,8,2,4,2,108,50,108,85,4
7,1120224,1345,7,4,2,1,108,108,85,45,3
8,1120301,1045,10,2,1,7,291,85,45,251,7
2,1120301,1145,9,1,7,1,251,45,251,45,8
9,1120301,1245,9,7,1,1,254,251,45,48,2
2,1120301,1345,3,1,1,1,48,45,48,46,9
6,1120302,945,3,1,1,1,58,48,46,56,2
2,1120302,1145,4,1,1,2,75,46,56,75,6
5,1120302,1345,5,1,2,2,75,56,75,43,2
7,1120303,945,5,2,2,1,101,75,43,69,5
3,1120303,1345,7,2,1,4,69,43,69,40,7
7,1120306,1245,14,1,4,9,284,69,40,255,3
3,1120306,1345,14,4,9,1,255,40,255,79,7
10,1120307,945,11,9,1,1,286,255,79,110,3
3,1120307,1145,4,1,1,2,110,79,110,89,10
7,1120307,1245,4,1,2,1,110,110,89,54,3
8,1120308,945,5,2,1,2,103,89,54,68,7
2,1120308,1045,4,1,2,1,68,54,68,60,8
6,1120308,1145,4,2,1,1,125,68,60,117,2
2,1120309,945,5,1,1,3,117,60,117,58,6
6,1120309,1345,8,1,3,4,147,117,58,88,2
2,1120312,1345,12,3,4,5,122,58,88,122,6
5,1120313,1145,12,4,5,3,157,88,122,157,2
1,1120313,1345,10,5,3,2,157,122,157,35,5
9,1120314,945,6,3,2,1,280,157,35,158,1
2,1120314,1145,6,2,1,3,158,35,158,56,9
9,1120315,945,6,1,3,2,158,158,56,26,2
4,1120315,1045,6,3,2,1,98,56,26,68,9
3,1120315,1245,5,2,1,2,68,26,68,54,4
7,1120319,1145,12,1,2,9,186,68,54,172,3
3,1120320,945,14,2,9,3,172,54,172,106,7
10,1120320,1345,16,9,3,4,192,172,106,126,3
3,1120321,945,8,3,4,1,126,106,126,64,10
7,1120321,1245,8,4,1,3,127,126,64,65,3
3,1120322,1045,7,1,3,3,144,64,65,144,7
1,1120322,1145,7,3,3,1,144,65,144,50,3
9,1120323,945,7,3,1,3,150,144,50,56,1
2,1120323,1045,5,1,3,1,56,50,56,50,9
6,1120326,945,8,3,1,4,56,56,50,45,2
4,1120326,1245,8,1,4,3,163,50,45,158,6
3,1120328,945,14,4,3,7,158,45,158,141,4
7,1120328,1045,11,3,7,1,158,158,141,83,3
8,1120328,1145,9,7,1,1,141,141,83,46,7
4,1120330,945,10,1,1,8,293,83,46,256,8
3,1120330,1345,13,1,8,4,256,46,256,121,4
10,1120402,1045,14,8,4,2,256,256,121,72,3
8,1120402,1245,8,4,2,2,121,121,72,50,10
4,1120405,945,11,2,2,7,384,72,50,362,8
3,1120405,1145,11,2,7,2,362,50,362,137,4
10,1120405,1245,10,7,2,1,362,362,137,55,3
8,1120406,1045,6,2,1,3,165,137,55,83,10
2,1120406,1245,6,1,3,2,83,55,83,42,8
6,1120406,1345,6,3,2,1,83,83,42,40,2
4,1120409,945,4,2,1,1,185,42,40,183,6
3,1120409,1145,4,1,1,2,183,40,183,130,4
10,1120409,1345,5,1,2,2,183,183,130,60,3
8,1120410,945,5,2,2,1,180,130,60,110,10
2,1120411,945,8,2,1,5,176,60,110,176,8
5,1120411,1345,10,1,5,4,176,110,176,143,2
7,1120412,945,10,5,4,1,176,176,143,82,5
8,1120413,1045,11,4,1,6,258,143,82,197,7
2,1120413,1145,8,1,6,1,197,82,197,47,8
9,1120413,1345,9,6,1,2,198,197,47,48,2
2,1120416,945,4,1,2,1,85,47,48,85,9
5,1120416,1045,4,2,1,1,85,48,85,53,2
7,1120417,1345,10,1,1,8,181,85,53,149,5
3,1120418,945,10,1,8,1,149,53,149,107,7
7,1120418,1145,11,8,1,2,149,149,107,93,3
8,1120418,1345,5,1,2,2,107,107,93,45,7
4,1120419,945,5,2,2,1,182,93,45,134,8
3,1120419,1145,5,2,1,2,134,45,134,116,4
7,1120423,1045,12,1,2,9,228,134,116,210,3
3,1120424,1045,16,2,9,5,210,116,210,118,7
7,1120424,1145,15,9,5,1,210,210,118,100,3
8,1120425,945,9,5,1,3,157,118,100,139,7
2,1120425,1045,5,1,3,1,139,100,139,63,8
6,1120426,945,8,3,1,4,151,139,63,75,2
2,1120426,1045,6,1,4,1,81,63,75,81,6
5,1120426,1145,6,4,1,1,81,75,81,49,2
7,1120426,1345,4,1,1,2,105,81,49,73,5
3,1120427,945,4,1,2,1,81,49,73,81,7
1,1120427,1045,4,2,1,1,116,73,81,116,3
5,1120427,1245,4,1,1,2,116,81,116,57,1
7,1120430,945,5,1,2,2,166,116,57,107,5
3,1120502,1345,13,2,2,9,288,57,107,288,7
1,1120503,1145,14,2,9,3,288,107,288,48,3
9,1120504,1045,16,9,3,4,288,288,48,43,1
4,1120504,1145,8,3,4,1,48,48,43,40,9
8,1120504,1245,6,4,1,1,50,43,40,47,4
2,1120507,1245,7,1,1,5,194,40,47,194,8
5,1120508,945,8,1,5,2,194,47,194,54,2
10,1120508,1045,8,5,2,1,194,194,54,52,5
8,1120508,1345,6,2,1,3,54,54,52,36,10
4,1120509,945,5,1,3,1,128,52,36,112,8
3,1120510,1045,10,3,1,6,112,36,112,99,4
7,1120510,1145,8,1,6,1,112,112,99,74,3
8,1120510,1345,9,6,1,2,99,99,74,42,7
4,1120511,1245,7,1,2,4,160,74,42,128,8
3,1120514,945,8,2,4,2,128,42,128,42,4
10,1120514,1045,7,4,2,1,157,128,42,71,3
3,1120514,1245,5,2,1,2,71,42,71,58,10
7,1120515,945,5,1,2,2,108,71,58,95,3
3,1120515,1345,8,2,2,4,116,58,95,116,7
1,1120516,1345,11,2,4,5,156,95,116,156,3
5,1120517,1345,14,4,5,5,156,116,156,83,1
7,1120518,945,11,5,5,1,258,156,83,185,5
3,1120518,1045,7,5,1,1,185,83,185,82,7
10,1120518,1345,5,1,1,3,205,185,82,102,3
3,1120521,1045,6,1,3,2,102,82,102,81,10
7,1120521,1345,8,3,2,3,102,102,81,31,3
8,1120522,945,6,2,3,1,132,81,31,82,7
2,1120522,1045,5,3,1,1,82,31,82,58,8
6,1120522,1245,4,1,1,2,82,82,58,43,2
4,1120523,945,5,1,2,2,170,58,43,155,6
3,1120523,1045,5,2,2,1,155,43,155,80,4
10,1120523,1245,5,2,1,2,155,155,80,61,3
8,1120524,945,5,1,2,2,88,80,61,69,10
2,1120524,1245,7,2,2,3,96,61,69,96,8
5,1120525,945,7,2,3,2,96,69,96,77,2
7,1120528,945,10,3,2,5,153,96,77,134,5
3,1120529,1245,15,2,5,8,311,77,134,311,7
1,1120530,1045,16,5,8,3,311,134,311,140,3
9,1120530,1345,14,8,3,3,311,311,140,55,1
4,1120531,945,7,3,3,1,251,140,55,166,9
3,1120531,1345,8,3,1,4,170,55,166,170,4
1,1120601,945,6,1,4,1,170,166,170,163,3
6,1120601,1145,7,4,1,2,170,170,163,92,1
4,1120604,1345,10,1,2,7,423,163,92,352,6
3,1120605,945,10,2,7,1,352,92,352,173,4
10,1120605,1245,11,7,1,3,352,352,173,80,3
8,1120606,1145,8,1,3,4,223,173,80,130,10
2,1120606,1345,9,3,4,2,130,80,130,43,8
9,1120607,945,7,4,2,1,221,130,43,134,2
2,1120608,1345,12,2,1,9,200,43,134,200,9
5,1120611,945,11,1,9,1,200,134,200,190,2
7,1120611,1145,12,9,1,2,200,200,190,77,5
8,1120611,1345,5,1,2,2,190,190,77,43,7
4,1120612,945,5,2,2,1,174,77,43,140,8
3,1120612,1245,6,2,1,3,140,43,140,76,4
10,1120612,1345,5,1,3,1,140,140,76,29,3
8,1120613,945,5,3,1,1,108,76,29,61,10
2,1120613,1045,3,1,1,1,68,29,61,68,8
5,1120614,1245,9,1,1,7,105,61,68,105,2
1,1120615,945,10,1,7,2,105,68,105,65,5
6,1120618,945,14,7,2,5,321,105,65,281,1
2,1120618,1045,8,2,5,1,281,65,281,79,6
9,1120618,1245,8,5,1,2,281,281,79,44,2
4,1120619,945,5,1,2,2,89,79,44,54,9
3,1120620,945,9,2,2,5,86,44,54,86,4
1,1120620,1045,8,2,5,1,86,54,86,39,3
6,1120620,1245,9,5,1,3,86,86,39,31,1
4,1120621,1245,8,1,3,4,227,39,31,219,6
3,1120621,1345,8,3,4,1,219,31,219,31,4
10,1120622,945,6,4,1,1,317,219,31,129,3
3,1120622,1245,5,1,1,3,129,31,129,52,10
10,1120625,945,6,1,3,2,186,129,52,109,3
3,1120625,1045,6,3,2,1,109,52,109,40,10
10,1120626,945,7,2,1,4,124,109,40,55,3
3,1120627,1145,12,1,4,7,82,40,55,82,10
1,1120627,1345,13,4,7,2,82,55,82,22,3
9,1120628,945,10,7,2,1,114,82,22,54,1
2,1120628,1045,4,2,1,1,75,22,54,75,9
5,1120702,1145,13,1,1,11,190,54,75,190,2
1,1120702,1345,14,1,11,2,190,75,190,18,5
9,1120703,1245,17,11,2,4,318,190,18,146,1
2,1120703,1345,7,2,4,1,146,18,146,53,9
9,1120704,945,6,4,1,1,193,146,53,100,2
2,1120704,1245,5,1,1,3,100,53,100,46,9
9,1120705,945,6,1,3,2,100,100,46,40,2
4,1120705,1045,6,3,2,1,50,46,40,44,9
3,1120706,945,7,2,1,4,44,40,44,42,4
7,1120709,945,10,1,4,5,119,44,42,117,3
3,1120709,1045,10,4,5,1,117,42,117,70,7
10,1120709,1145,7,5,1,1,117,117,70,52,3
8,1120710,1045,6,1,1,4,70,70,52,50,10
4,1120711,945,9,1,4,4,139,52,50,137,8
3,1120711,1045,9,4,4,1,137,50,137,71,4
10,1120711,1245,7,4,1,2,137,137,71,42,3
8,1120711,1345,4,1,2,1,71,71,42,33,10
4,1120712,1045,5,2,1,2,132,42,33,123,8
3,1120712,1145,4,1,2,1,123,33,123,42,4
10,1120713,945,6,2,1,3,150,123,42,69,3
3,1120713,1045,5,1,3,1,69,42,69,63,10
7,1120713,1145,5,3,1,1,69,69,63,47,3
8,1120713,1245,3,1,1,1,63,63,47,33,7
4,1120716,1045,5,1,1,3,88,47,33,74,8
3,1120716,1245,6,1,3,2,74,33,74,57,4
7,1120717,945,7,3,2,2,74,74,57,47,3
8,1120717,1345,8,2,2,4,98,57,47,88,7
2,1120718,1045,8,2,4,2,88,47,88,46,8
6,1120718,1245,8,4,2,2,88,88,46,26,2
4,1120719,945,6,2,2,2,173,46,26,153,6
3,1120719,1245,7,2,2,3,153,26,153,87,4
10,1120720,945,7,2,3,2,153,153,87,29,3
8,1120720,1045,6,3,2,1,94,87,29,36,10
2,1120720,1145,4,2,1,1,43,29,36,43,8
5,1120720,1345,4,1,1,2,43,36,43,23,2
7,1120723,1145,7,1,2,4,194,43,23,174,5
3,1120724,1045,9,2,4,3,174,23,174,44,7
10,1120724,1245,9,4,3,2,174,174,44,38,3
8,1120724,1345,6,3,2,1,44,44,38,34,10
4,1120725,945,4,2,1,1,114,38,34,110,8
3,1120725,1145,4,1,1,2,137,34,110,137,4
1,1120725,1345,5,1,2,2,137,110,137,74,3
6,1120726,945,5,2,2,1,137,137,74,67,1
4,1120726,1045,4,2,1,1,80,74,67,73,6
3,1120730,945,11,1,1,9,270,67,73,270,4
1,1120731,945,15,1,9,5,270,73,270,41,3
9,1120731,1345,18,9,5,4,347,270,41,118,1
2,1120801,945,10,5,4,1,118,41,118,44,9
9,1120801,1145,7,4,1,2,151,118,44,77,2
2,1120803,1045,7,1,2,4,96,44,77,96,9
5,1120806,945,10,2,4,4,198,77,96,198,2
1,1120807,945,13,4,4,5,198,96,198,91,5
9,1120807,1045,10,4,5,1,198,198,91,40,1
4,1120807,1145,7,5,1,1,91,91,40,38,9
8,1120808,945,5,1,1,3,113,40,38,111,4
2,1120808,1345,8,1,3,4,111,38,111,59,8
9,1120810,1045,14,3,4,7,240,111,59,188,2
2,1120810,1345,14,4,7,3,188,59,188,40,9
9,1120813,945,11,7,3,1,198,188,40,50,2
2,1120813,1245,7,3,1,3,50,40,50,39,9
6,1120814,945,6,1,3,2,120,50,39,109,2
2,1120814,1045,6,3,2,1,109,39,109,94,6
6,1120814,1345,6,2,1,3,109,109,94,47,2
4,1120815,1345,9,1,3,5,112,94,47,65,6
3,1120816,1245,12,3,5,4,87,47,65,87,4
1,1120817,1045,12,5,4,3,87,65,87,53,3
6,1120817,1145,8,4,3,1,87,87,53,23,1
4,1120820,1045,8,3,1,4,122,53,23,92,6
3,1120821,1045,10,1,4,5,155,23,92,155,4
1,1120822,1045,14,4,5,5,155,92,155,100,3
6,1120823,1045,15,5,5,5,155,155,100,81,1
4,1120823,1145,11,5,5,1,100,100,81,54,6
8,1120823,1345,8,5,1,2,81,81,54,35,4
4,1120824,945,4,1,2,1,92,54,35,73,8
3,1120827,945,8,2,1,5,109,35,73,109,4
1,1120827,1045,7,1,5,1,109,73,109,98,3
6,1120827,1245,8,5,1,2,109,109,98,32,1
4,1120828,1345,9,1,2,6,176,98,32,110,6
3,1120829,945,9,2,6,1,110,32,110,38,4
10,1120829,1045,8,6,1,1,110,110,38,32,3
8,1120829,1345,5,1,1,3,38,38,32,29,10
4,1120830,1345,9,1,3,5,72,32,29,69,8
3,1120831,945,9,3,5,1,79,29,69,79,4
1,1120903,945,11,5,1,5,79,69,79,68,3
6,1120903,1145,8,1,5,2,124,79,68,113,1
2,1120904,945,10,5,2,3,113,68,113,35,6
9,1120904,1345,9,2,3,4,113,113,35,20,2
4,1120905,1045,9,3,4,2,122,35,20,107,9
3,1120905,1145,7,4,2,1,107,20,107,22,4
10,1120906,945,6,2,1,3,123,107,22,38,3
3,1120906,1045,5,1,3,1,41,22,38,41,10
1,1120906,1245,6,3,1,2,82,38,41,82,3
5,1120907,945,5,1,2,2,193,41,82,193,1
1,1120910,945,9,2,2,5,193,82,193,65,5
9,1120910,1145,9,2,5,2,193,193,65,55,1
4,1120910,1245,8,5,2,1,65,65,55,23,9
8,1120913,1045,16,2,1,13,195,55,23,163,4
2,1120913,1345,17,1,13,3,163,23,163,35,8
9,1120917,945,22,13,3,6,321,163,35,193,2
2,1120917,1145,11,3,6,2,193,35,193,41,9
9,1120917,1345,10,6,2,2,193,193,41,27,2
4,1120918,945,5,2,2,1,54,41,27,40,9
3,1120918,1045,4,2,1,1,55,27,40,55,4
1,1120918,1145,3,1,1,1,55,40,55,38,3
6,1120919,945,5,1,1,3,56,55,38,39,1
2,1120919,1045,5,1,3,1,39,38,39,30,6
6,1120919,1245,6,3,1,2,65,39,30,56,2
2,1120920,1245,8,1,2,5,79,30,56,79,6
5,1120921,1045,10,2,5,3,79,56,79,67,2
7,1120924,945,12,5,3,4,110,79,67,98,5
3,1120924,1145,9,3,4,2,120,67,98,120,7
1,1120924,1345,8,4,2,2,120,98,120,38,3
6,1120925,945,5,2,2,1,125,120,38,43,1
2,1120926,1245,11,2,1,8,140,38,43,140,6
5,1120927,1045,12,1,8,3,140,43,140,53,2
10,1120927,1245,13,8,3,2,140,140,53,26,5
8,1120928,945,7,3,2,2,78,53,26,51,10
2,1121001,1145,11,2,2,7,82,26,51,82,8
5,1121002,1145,14,2,7,5,82,51,82,82,2
1,1121003,945,15,7,5,3,82,82,82,34,5
8,1121003,1145,10,5,3,2,82,82,34,18,1
4,1121004,1045,9,3,2,4,115,34,18,99,8
3,1121005,945,10,2,4,4,100,18,99,100,4
1,1121005,1245,11,4,4,3,100,99,100,53,3
6,1121005,1345,8,4,3,1,100,100,53,26,1
4,1121008,945,5,3,1,1,118,53,26,91,6
3,1121008,1145,4,1,1,2,91,26,91,30,4
10,1121008,1245,4,1,2,1,94,91,30,33,3
3,1121009,945,5,2,1,2,35,30,33,35,10
1,1121012,1245,16,1,2,13,262,33,35,262,3
5,1121012,1345,16,2,13,1,262,35,262,48,1
10,1121015,945,15,13,1,1,262,262,48,48,5
8,1121016,945,7,1,1,5,77,48,48,77,10
1,1121016,1045,7,1,5,1,77,48,77,27,8
9,1121017,945,10,5,1,4,140,77,27,90,1
2,1121018,1045,13,1,4,8,90,27,90,81,9
